单词,音标,释义,词根
spectrometer,/spek'trɒmɪtə/,n. [光] 分光仪，分光计，谱仪,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectroscopy,/spek'trɒskəpɪ/,n. [光] 光谱学,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectroscope,/'spektrəskəʊp/,n. [光] 分光镜,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectroscopic,"/,spɛktrə'skɑpɪk/",adj. 光谱学的；分光镜的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectroscopist,/'spektrəskəʊpɪst/,n. [光] 光谱学家；光谱学工作者,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectrograph,/'spektrə(ʊ)grɑːf/,n. 光谱仪；摄谱仪,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectrographic,/'spektrə(ʊ)grɑːfik/,adj. 光谱的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectrometry,/spek'trɒmɪtrɪ/,n. [光][分化][物] 光谱测定法，[光] 度谱术,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
multispectral,/mʌltɪ'spektr(ə)l/,adj. 多谱线的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spectrophotometer,"/,spektrə(ʊ)fəʊ'tɒmɪtə/",n. [光] 分光光度计,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spite,/spaɪt/,n. 不顾；恶意；怨恨 vt. 刁难；使恼怒,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spiteful,/'spaɪtfʊl/,adj. 怀恨的，恶意的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spitefully,/'spaɪtfʊli/,adv. 怀恨地；怀有恶意地,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
despite,/dɪ'spaɪt/,prep. 尽管，不管 n. 轻视；憎恨；侮辱,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
despise,/dɪ'spaɪz/,vt. 轻视，鄙视,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
despicable,/dɪ'spɪkəb(ə)l/,adj. 卑劣的；可鄙的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
despised,/dɪ'spaɪzd/,adj. 受轻视的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spice,/spaɪs/,n. 香料；情趣；调味品；少许 vt. 加香料于…；使…增添趣味,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
auspice,/'ɔːspɪs/,n. 赞助，主办；吉兆,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
auspicious,/ɔː'spɪʃəs/,adj. 吉兆的，吉利的；幸运的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
auspiciously,/ɔ:s'piʃəsli/,adv. 吉祥地；吉兆地；繁荣昌盛地,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
inauspicious,/ɪnɔː'spɪʃəs/,adj. 不祥的；不吉的，恶运的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
perspicacious,"/,pɜːspɪ'keɪʃəs/",adj. 有洞察力的；聪颖的；敏锐的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
perspicacity,"/,pɝspɪ'kæsəti/",n. 洞察力；聪颖；睿智,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
perspicuity,"/,pɝspɪ'kjʊəti/",n. （语言、文章、表达等的）明晰；简明,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
perspicuous,/pə'spɪkjʊəs/,adj. 明了的；清晰明白的；易懂的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
conspecific,/kɒnspə'sɪfɪk/,adj. 同种的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spy,/spaɪ/,vt. 侦察；发现；暗中监视 vi. 侦察；当间谍 n. 间谍；密探,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spying,/spaɪŋ/,n. 间谍活动；侦探,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spyware,/'spaiwɛə/,n. 间谍软件；后门程式,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spyglass,/'spaɪglɑːs/,n. 小望远镜,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
spymaster,/'spaɪmɑːstə/,n. 间谍组织的首脑,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
espy,/ɪ'spaɪ/,vt. 看到；认出；发现,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
anti-spyware,/'æntɪ-'spaiwɛə/,n. 反间谍；反间谍软件,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
specious,/'spi:ʃəs/,adj. 外表美观的，华而不实的,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
specimen,/'spesimin/,n. 样品，样本，标本,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
respite,/'respaɪt/,n. 缓解；暂时的休息；缓期执行 vt. 使缓解；使暂缓；使延期,-spect- = -speci- = -spec- = -spic- = -spi- = -spy-
visit,/'vizit/,vt. & vi. 访问；探望；参观；游览，访问 vi. 作客 n. 逗留,-vis- = -vid-
visitor,/'vizitə/,n. 参观者，观光者，游客，访问者,-vis- = -vid-
visitable,/'vɪzɪtəbl/,adj. 值得访问的；适于参观的；易受视察的,-vis- = -vid-
visiting,/ˈvɪzɪtɪŋ/,n. 拜访，访问；参观 adj. 参观的；游览的,-vis- = -vid-
visitation,/vɪzɪ'teɪʃ(ə)n/,n. 访问；探视；视察；正式访问,-vis- = -vid-
revisit,/riː'vɪzɪt/,vt. 重游；再访；重临 n. 再访问,-vis- = -vid-
advise,/əd'vaiz/,vt. （商业）通知，报告；提议，建议 vi. 接受劝告，商量；建议，提供意见,-vis- = -vid-
adviser,/əd'vaɪzə/,n. 顾问，劝告者；（美大学）指导教授，导师,-vis- = -vid-
advisor,/əd'vaizə/,n. 顾问，劝告者；<美>（指导大学新生学科问题等的）指导教授,-vis- = -vid-
advisory,/əd'vaizəri/,adj. 劝告的，忠告的；提供咨询的；顾问的 n. 报告；公告,-vis- = -vid-
advisable,/əd'vaɪzəb(ə)l/,adj. 明智的; 可取的; 能劝告的; 适当的,-vis- = -vid-
advisedly,/əd'vaɪzɪdlɪ/,adv. 经过考虑地；故意地,-vis- = -vid-
inadvisable,/ɪnəd'vaɪzəb(ə)l/,adj. 失策的，不明智的；不受劝告的,-vis- = -vid-
advisability,"/əd,vaɪzə'bɪləti/",n. 明智；可劝性；适当,-vis- = -vid-
advisement,/əd'vaɪzmənt/,n. 深思熟虑；劝告； （美）磋商,-vis- = -vid-
advisee,/əd'vaɪziː/,n.（美）受教授指导选课的学生；受到建议的人,-vis- = -vid-
well-advised,/'weləd'vaizd/,adj. 明智的；审慎的；很细心的；稳妥的,-vis- = -vid-
ill-advised,/'iləd'vaizd/,adj. 没脑筋的；欠考虑的,-vis- = -vid-
advice,/əd'vais/,n. (医生，顾问的)意见，劝告，忠告,-vis- = -vid-
revise,/rɪ'vaɪz/,vt. 修订；改变；修正；[主英国英语]复习 vi. 修订，校订,-vis- = -vid-
revised,/rɪ'vaɪzd/,adj. 改进的；经过修订（或校正）的,-vis- = -vid-
revision,/rɪ'vɪʒ(ə)n/,n. 复习，修订，修改；修订本；校对；复审，上诉,-vis- = -vid-
revisionist,/rɪ'vɪʒənɪst/,n. 修正主义者 adj. 修正主义的；持修正主义论的,-vis- = -vid-
revisionism,/rɪ'vɪʒənɪzəm/,n. 修正主义,-vis- = -vid-
revisionary,/ri'viʒənəri/,adj. 校订的；修正的,-vis- = -vid-
visible,/ˈvɪzəbl/,adj. 看得见的；明显的，显然的；手头的，可得到的; 可察觉到的,-vis- = -vid-
visibly,/'vɪzəbli/,adv. 明显地；显然；看得见地,-vis- = -vid-
invisible,/ɪn'vɪzɪb(ə)l/,adj. 看不见的；隐匿的；无形的（指银行、旅游等服务） ；不引人注目的,-vis- = -vid-
invisibly,/ɪn'vɪzəbli/,adv. 看不见地，无形地；无形中,-vis- = -vid-
visible-light,/ˈvɪzəbl-laɪt/,n. 可见光,-vis- = -vid-
visual,/'vizjuəl/,adj. 视觉的，看得见的；光学的，视力的；形象化的；光学的 n. 画面，图象,-vis- = -vid-
visuals,/'vizjuəlz/,n. 图形部分；外观改装；可视教具（visual 的复数）,-vis- = -vid-
visually,/ˈvɪʒʊəli/,adv. 形象化地；外表上；看得见地,-vis- = -vid-
visualize,/'vɪʒuəlaɪz/,vt. 形成思维图像；设想；使可见 vi. 形成思维图像,-vis- = -vid-
visualized,"/'vɪʒʊə,laɪz/",adj. 直观的；直视的,-vis- = -vid-
visualization,"/,vɪzjʊəlaɪ'zeɪʃən/",n. 形象化；清楚地呈现在心,-vis- = -vid-
nonvisual,/nɔn-'vizjuəl/,adj. 非可视的,-vis- = -vid-
visuality,/vizju'ælɪtɪ/,n. 可视性,-vis- = -vid-
audio-visual,/ɔ:diəu'viʒuəl/,adj. 视听的；视听教学的,-vis- = -vid-
supervise,/'sju:pəvaiz/,vt. 监视，监督，管理,-vis- = -vid-
supervising,/'sʊpɚvaɪz/,n. [自] 监控,-vis- = -vid-
supervised,/'sʊpɚvaɪz/,adj. 有监督的,-vis- = -vid-
supervisor,/'sju:pəvaizə/,n. 监视者，监督(人)，管理人,-vis- = -vid-
supervision,"/,sju:pə'viʒən/",n. 监督，管理，监督的行为，过程或作用,-vis- = -vid-
supervisory,"/'sju:pə,vaizəri/",adj. 监督的，管理的,-vis- = -vid-
unsupervised,"/,ʌn'sju:pəvaizd/",adj. 无人监督的；无人管理的,-vis- = -vid-
improvise,/'ɪmprəvaɪz/,vt. & vi. 即兴创作； 临时提供， 临时凑成；即兴演奏； 即兴表演,-vis- = -vid-
improviser,"/'ɪmprə,vaɪzɚ/",n. 即兴诗人；即席演奏者；即兴创作者,-vis- = -vid-
improvised,/'imprəvaizd/,adj. 即兴的；临时准备的,-vis- = -vid-
improvisation,/ɪmprəvaɪ'zeɪʃn/,n. 即席演奏； 即兴创作， 即兴演说； 即兴作品； 急就章,-vis- = -vid-
improvisational,"/,ɪmprəvaɪ'zeɪʃənəl/",adj. 即兴的,-vis- = -vid-
improvisatory,"/,im'prɔvizə'tɔ:riəl/",adj. 即兴的；即席的,-vis- = -vid-
previse,/pri'vaiz/,vt. 预见，预知，预测,-vis- = -vid-
prevision,/pri'viʒən/,n. 预见，预知，预测,-vis- = -vid-
televise,/'telivaiz/,vt. 由电视播送； 摄制成电视节目； 实况播送； （用电视机） 收看 vi. 电视播放,-vis- = -vid-
television,"/'teli,viʒən/",n. 电视，电视机；电视节目；电视业,-vis- = -vid-
televisual,"/,teli'vizjuəl/",adj. 电视的，适于拍摄电视的,-vis- = -vid-
provide,/prə'vaɪd/,vt. & vi. 提供，供给，供应 vt. 规定；提供(+for)；装备；预备,-vis- = -vid-
provider,/prə'vaɪdə/,n. 供应者，提供者， （尤指）维持家庭生计者,-vis- = -vid-
provided,/prə'vaɪdɪd/,conj. 假如；倘若；如果；假如；在…的条件下,-vis- = -vid-
providing,/prə'vaɪdɪŋ/,conj. 假如，以…为条件 v. 供给（provide 的 ing 形式） ；预备,-vis- = -vid-
proviso,/prə'vaɪzəʊ/,n. 附带条件；附文；限制性条款,-vis- = -vid-
provision,/prəu'viʒən/,n. 规定， 条款； 预备， 准备， 设备； 供应品； 生活物质， 储备物资,-vis- = -vid-
provisional,/prə'vɪʒ(ə)n(ə)l/,adj. 临时的，暂时的；暂定的 n. 临时邮票,-vis- = -vid-
provisionally,/prə'vɪʒənəli/,adv. 临时地，暂时地,-vis- = -vid-
provisioning,/prə'vɪʒən/,n. 准备金提取；[经] 物质供应,-vis- = -vid-
providence,/'prɒvɪd(ə)ns/,n. 天意；深谋远虑；天道；远见；节约；上帝，神,-vis- = -vid-
provident,/'prɔvidənt/,adj. 有远见的；节俭的,-vis- = -vid-
improvident,/im'prɔvidənt/,adj. 无远见的；浪费的；目光短浅,-vis- = -vid-
providential,/prɒvɪ'denʃ(ə)l/,adj. 幸运的；凑巧的,-vis- = -vid-
providentially,"/,prɔvi'denʃəli/",adv. 神助地；幸运地；照天意,-vis- = -vid-
evident,/'evidənt/,adj. 明显的，明白的；昭著；彰,-vis- = -vid-
evidence,/'evɪd(ə)ns/,n. 证词；证据；迹象；明显,-vis- = -vid-
evidently,/'evɪd(ə)ntlɪ/,adv. 明显地，显而易见；明显地，清楚地；错不了，毫无疑问,-vis- = -vid-
evidential,"/,evɪ'denʃ(ə)l/",adj. 证据的；基于证据的；提供证据的；可作证据的,-vis- = -vid-
evidentiary,"/,ɛvə'dɛnʃəri/",adj. 证据的；根据证据的,-vis- = -vid-
self-evident,/'self'evidənt/,adj. 不言而喻的；不证自明的,-vis- = -vid-
self-evidently,/'self'evidəntli/,adv. 不言而喻地,-vis- = -vid-
evidence-based,/'evɪd(ə)ns-beɪst/,adj. 基于证据的,-vis- = -vid-
video,/'vidiəu/,n. 磁带录像；录像磁带；录像机，电视； （指方法）录像 vt. 录像；制作…的录像,-vis- = -vid-
videophone,/'vidiəufəun/,n. 可视电话，电视电话，视像电话,-vis- = -vid-
videocast,/'vidiəukɑ:st/,n. 电视广播,-vis- = -vid-
videotape,/'vɪdɪə(ʊ)teɪp/,n. 录像带 vt. 将…录到录像带上,-vis- = -vid-
videotaping,"/'vidiəu,teipiŋ/",n. 进行录像,-vis- = -vid-
videocassette,/vɪdɪəʊkə'set/,n. 录影带,-vis- = -vid-
videodisc,/'vɪdɪəʊdɪsk/,n. 影碟,-vis- = -vid-
videocamera,/'vidiəu'kæm(ə)rə/,n. 摄像机 视频摄像机 录像机,-vis- = -vid-
videocam,"/'vidiəu,kæm/",n. 摄录机,-vis- = -vid-
video-game,/'vɪdiːoʊ-ɡeɪm/,n. 视频游戏；电视游戏,-vis- = -vid-
video-based,/'vɪdɪəʊ-beɪst/,adj. 基于视频的,-vis- = -vid-
audio-video,/'ɔ:diəu'vidiəu/,adj. 视听传播的,-vis- = -vid-
home-video,/həʊm-'vɪdɪəʊ/,n. 家庭视讯,-vis- = -vid-
music-video,/'mjuːzɪk-'vɪdɪəʊ/,n. 音乐录影带；音乐视频片；音乐视讯片,-vis- = -vid-
visa,/'viːzə/,n. 签证 vt. 签发签证,-vis- = -vid-
vision,/'viʒən/,n. 视力，视觉；美景，绝妙的东西；幻影 vt. 在幻觉中看到；幻想，想象；梦见,-vis- = -vid-
visionary,/'vɪʒ(ə)n(ə)rɪ/,adj. 空想的，幻想的；预言性的；有远见的；有智慧的,-vis- = -vid-
night-vision,/naɪt-'viʒən/,n. [红外] 夜视；微光摄像电视,-vis- = -vid-
low-vision,/ləʊ-'viʒən/,n. 低视力,-vis- = -vid-
visage,/'vizidʒ/,n. 外观，脸，面容，外表,-vis- = -vid-
visibility,/vɪzɪ'bɪlɪtɪ/,n. 能见度，可见性；能见距离；明显性,-vis- = -vid-
invisibility,"/ɪn,vɪzə'bɪlətɪ/",n. 看不见；看不见的东西；难看见,-vis- = -vid-
high-visibility,/haɪ-vɪzɪ'bɪlɪtɪ/,n. 高能见度,-vis- = -vid-
vista,/'vɪstə/,n. 远景，狭长的街景；展望；回顾,-vis- = -vid-
visor,/'vaɪzə/,n. 遮阳板；面甲；帽舌,-vis- = -vid-
visuospatial,"/,vɪʃʊo'speʃəl/",adj. 视觉空间的,-vis- = -vid-
invidious,/ɪn'vɪdɪəs/,adj. 诽谤的；不公平的；引起反感的；易招嫉妒的,-vis- = -vid-
invidiously,/ɪn'vɪdɪəsli/,adv. 惹人怨恨地；不公平地,-vis- = -vid-
envision,/ɪnˈvɪʒn/,vt. 想象；预想,-vis- = -vid-
envisage,/ɪnˈvɪzɪdʒ/,vt. 正视，面对；想像,-vis- = -vid-
view,/vjuː/,n. 看法；风景；视域；[建筑学]视图 vt. 看；看待,-vis- = -vid-
viewer,/'vjuːə/,n. 电视观众；观看者，观察者；阅读器；看片机,-vis- = -vid-
viewing,/'vjuːɪŋ/,adj. 可见的 n. 注视，检视，观察,-vis- = -vid-
viewpoint,/'vjuːpɒɪnt/,n. 观点，意见，角度；视角；<物>视点,-vis- = -vid-
viewable,/'vjuːəbl/,adj. 看得见的；值得一看的,-vis- = -vid-
viewport,/'vju:pɔ:t/,n. 视口，观察孔,-vis- = -vid-
viewfinder,/'vjuːfaɪndə/,n. 取景器；反光镜；检像器,-vis- = -vid-
viewscreen,/'vjuːskriːn/,n. 离心式扫雨器,-vis- = -vid-
interview,/'ɪntəvjuː/,vt. & vi. 面试；采访；访问；会见； （私下）提问,-vis- = -vid-
interviewer,/'ɪntɚvjuɚ/,n.（面试时的）主考官；面谈者,-vis- = -vid-
interviewee,"/,ɪntəvjuː'iː/",n. 被接见者；被访问者,-vis- = -vid-
review,/rɪ'vjuː/,n. 复习；回顾； （报刊的）评论；[法]复审 vt. 检验；复查; 复习; 评论,-vis- = -vid-
reviewer,/rɪ'vjuːə/,n. 评论者，评论家,-vis- = -vid-
reviewing,/rɪ'vjuːɪŋ/,n. 回顾；评估；修订,-vis- = -vid-
reviewable,/rɪ'vjʊəbl/,adj. 可回顾的；可评论的；可检查的,-vis- = -vid-
well-reviewed,/wel-rɪ'vjʊd/,adj. 充分复习的,-vis- = -vid-
peer-review,/pɪə-vjuː/,n. 各领域专家互相评阅；同行评审；同业监督小组；同业互查组织,-vis- = -vid-
preview,/'priːvjuː/,n. 试映，预演；预告片；象征，预示,-vis- = -vid-
overview,/'əʊvəvjuː/,n. [图情] 综述；概观,-vis- = -vid-
worldview,"/'wɝld,vjʊ/",n. 世界观,-vis- = -vid-
rearview,/'riəvju:/,n. 后视镜，背视图；后视的,-vis- = -vid-
purview,/'pɜːvjuː/,n. 范围，权限；视界；条款,-vis- = -vid-
pay-per-view,/'peipəvju/,adj. 按次计费的,-vis- = -vid-
point-of-view,/pɒɪnt-ɒv-vjuː/,n. 观点；见地；立场,-vis- = -vid-
side-view,/saɪd-vjuː/,n. 侧视图；侧面图,-vis- = -vid-
ocean-view,/'əʊʃ(ə)n-vjuː/,adj. 面朝海的,-vis- = -vid-
survey,/ˈsəːveɪ/,n. 调查； 测量； 审视； 纵览 vt. 调查； 勘测； 俯瞰 vi. 测量土地,-vis- = -vid-
surveyor,/sə'veɪə/,n. 测量员；检验员,-vis- = -vid-
surveying,/sə'veɪɪŋ/,n.（土地）测量；考察,-vis- = -vid-
purvey,/pə'veɪ/,vi. 供应；供给 vt. 供应；供给,-vis- = -vid-
purveyor,/pə'veɪə(r)/,n. 承办商；伙食承办商；供应粮食者；供应货物或提供服务的人或公司,-vis- = -vid-
resurvey,/ri'sɝvɛi/,n. 再勘查；再测量 vt. 重新测量；再调查,-vis- = -vid-
surveillance,/sə'veɪl(ə)ns/,n. 监督；监视,-vis- = -vid-
voyeur,/vwʌ'jɜː/,n. 偷看下流场面的人；窥淫狂者 vi. 窥淫,-vis- = -vid-
voyeurism,/vɔɪ'ɝrɪzəm/,n. 窥阴癖者,-vis- = -vid-
voyeuristic,/vɔɪ'jɝ/,adj. 喜好窥阴的,-vis- = -vid-
clairvoyant,/kleə'vɒɪənt/,n. 千里眼；有洞察力的人 adj. 透视的；有洞察力的,-vis- = -vid-
clairvoyance,/kleə'vɒɪəns/,n. 千里眼；异常的洞察力,-vis- = -vid-
serious,/'sɪərɪəs/,adj. 严肃的,-seri-
seriously,/'sɪərɪəslɪ/,adv. 认真地；严重地，严肃地,-seri-
seriousness,/'sɪərɪəsnəs/,n. 严重性；严肃；认真,-seri-
unserious,/ʌn'sɪərɪəs/,adj. 不严肃的,-seri-
nonserious,/nɒn'sɪərɪəs/,adj. 非危重的,-seri-
half-serious,/hɑːf-'sɪərɪəs/,adj. 不完全严肃的,-seri-
serious-minded,/'siəriəs'maindid/,adj. 认真的,-seri-
serious-looking,/'siəriəslukiŋ/,n. &adj. 面容严肃的；严肃的表情；严肃的神态,-seri-
severe,/sɪ'vɪə/,adj 艰难的，艰巨的,-seri-
relate,/rɪ'leɪt/,vt. 讲述， 叙述；使…有联系；建立或展示联系 vi. 有联系；涉及；符合；发生共鸣,-lat-
related,/rɪ'leɪtɪd/,adj. 有关系的，有关联的,-lat-
unrelated,/ʌnrɪ'leɪtɪd/,adj. 无关的，不相关的；无关联的；无亲戚关系的,-lat-
relation,/rɪ'leɪʃ(ə)n/,n. 关系；联系；关联；亲属,-lat-
relational,/rɪ'leɪʃ(ə)n(ə)l/,adj. 相关的；亲属的，有关的,-lat-
relationality,/rɪ'leɪʃ(ə)nælətɪ/,n. 关联性 关系性,-lat-
relationship,/rɪ'leɪʃ(ə)nʃɪp/,n. 关系，亲属的，相关的，有关的,-lat-
relative,/'relətɪv/,adj. 相关的；相对的；相互有关的；比较而言的,-lat-
relativity,/relə'tɪvɪtɪ/,n. <物>相对论；相关性；相对性,-lat-
relativist,/'relətivist/,n. 相对主义者；相对论者,-lat-
relatively,/'relətɪvlɪ/,adv. 关系上地；相对地；比较地；较比,-lat-
relativism,/'relətɪvɪz(ə)m/,n. 相对主义；相对论,-lat-
relativistic,"/,rɛlətɪ'vɪstɪk/",adj. 相对的；相对论的,-lat-
relatedness,/rɪ'letɪdnɪs/,n. 关联性；关系；亲缘,-lat-
relativize,/'relətɪvaɪz/,vt. 使相对化，把…视为相对物，相对论应用于,-lat-
relatable,/rɪ'leɪtəbl/,adj. 有关系的(relate 的形容词形式),-lat-
relatedly,/rɪ'leɪtəblɪ/,adv. 与…有亲戚关系地， 有关系地； 与此相关的； 有密切和声关系的 （音乐）,-lat-
nonrelativistic,"/'nɔn,reləti'vistik/",adj. 非相对论性的,-lat-
relator,/rɪ'leɪtə/,n. 叙述者；原告；关系词,-lat-
interrelate,/ɪntərɪ'leɪt/,v. 相互关连 vt.（使）相互关连,-lat-
interrelation,"/,ɪntərɪ'leɪʃən/",n. 相互关系,-lat-
interrelated,"/,ɪntərɪ'leɪtɪd/",adj. 相关的；互相联系的,-lat-
interrelationship,"/,ɪntərɪ'leʃnʃɪp/",n. 相互关系,-lat-
interrelatedness,"/,ɪntərɪ'leɪtɪdnes/",n. 相互关联性,-lat-
correlate,/'kɒrəleɪt/,vi. 关联 vt. 使有相互关系 n. 相关物；相关联的人 adj. 关联的,-lat-
correlation,"/,kɒrə'leɪʃ(ə)n/",n. [数] 相关，关联；相互关系,-lat-
correlational,"/,kɒrə'leɪʃ(ə)n(ə)l/",adj. 相关的,-lat-
correlative,/kə'relətɪv/,adj. 相关的；有相互关系的 n. 关联词；相关物,-lat-
correlated,/'kɒrəleɪtɪd/,adj. 有相互关系的,-lat-
uncorrelated,/ʌn'kɔrileitid/,adj. 不相关的,-lat-
